row_id	field	category	before	after
train-00000-of-00007.parquet#3310	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00000-of-00007.parquet#3398	caption_zh	R3 缩写展开(SUV)	一条土路通向施工区域，左侧有一堆土。三个人沿着这条路走向一辆白色SUV。中间有一台挖掘机，靠近砖墙，一名工人站在挖掘机的右侧。砖墙的右侧，可见一台蓝色挖掘机、两辆自卸卡车和一辆黑色皮卡卡车。	一条土路通向施工区域，左侧有一堆土。三个人沿着这条路走向一辆白色运动型多用途汽车（SUV，Sport Utility Vehicle）。中间有一台挖掘机，靠近砖墙，一名工人站在挖掘机的右侧。砖墙的右侧，可见一台蓝色挖掘机、两辆自卸卡车和一辆黑色皮卡卡车。
train-00000-of-00007.parquet#3527	reason_zh[0]	R2 硬帽→安全帽	左侧的工人戴着一顶白色硬帽，穿着短裤。	左侧的工人戴着一顶白色安全帽，穿着短裤。
train-00000-of-00007.parquet#3592	reason_zh[0]	R2 硬帽→安全帽	图中的人没有戴硬帽。	图中的人没有戴安全帽。
train-00000-of-00007.parquet#3613	reason_zh[0]	R2 硬帽→安全帽	中间穿绿色衬衫的工人没有戴硬帽。	中间穿绿色衬衫的工人没有戴安全帽。
train-00000-of-00007.parquet#3628	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00000-of-00007.parquet#3727	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽。两名工人在夜间作业时均未穿着高能见度背心。	右侧的工人没有戴安全帽。两名工人在夜间作业时均未穿着高能见度背心。
train-00000-of-00007.parquet#3727	reason_zh[1]	R2 硬帽→安全帽	右侧的工人没有戴硬帽。两名工人在夜间作业时均未穿着高能见度背心。	右侧的工人没有戴安全帽。两名工人在夜间作业时均未穿着高能见度背心。
train-00000-of-00007.parquet#3806	reason_zh[0]	R2 硬帽→安全帽	右侧的人没有戴硬帽。	右侧的人没有戴安全帽。
train-00000-of-00007.parquet#3829	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00000-of-00007.parquet#3834	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人位于挖掘机的作业半径内的盲区。	戴白色安全帽的工人位于挖掘机的作业半径内的盲区。
train-00000-of-00007.parquet#3872	caption_zh	拼写/断词	图中展示了一台蓝色的挖掘机，其侧面印有“KOBEL CO”品牌标识，停放在一大片泥土地区，可见轮胎轨迹和泥土堆。一名工人位于挖掘机的左侧。背景中有一台红色挖掘机和一些建筑物。	图中展示了一台蓝色的挖掘机，其侧面印有“Kobelco”品牌标识，停放在一大片泥土地区，可见轮胎轨迹和泥土堆。一名工人位于挖掘机的左侧。背景中有一台红色挖掘机和一些建筑物。
train-00000-of-00007.parquet#3872	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00000-of-00007.parquet#3875	reason_zh[0]	R2 硬帽→安全帽	中间的工人站在矮墙上，没有戴硬帽。	中间的工人站在矮墙上，没有戴安全帽。
train-00000-of-00007.parquet#3921	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00000-of-00007.parquet#3931	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00000-of-00007.parquet#3980	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽，穿着短裤和拖鞋凉鞋。	中间的工人没有戴安全帽，穿着短裤和拖鞋凉鞋。
train-00001-of-00007.parquet#4056	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4126	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有硬帽。	中间的工人没有安全帽。
train-00001-of-00007.parquet#4148	reason_zh[0]	R2 硬帽→安全帽	左下方那名工人穿着一件迷彩夹克，没有戴一顶硬帽。	左下方那名工人穿着一件迷彩夹克，没有戴一顶安全帽。
train-00001-of-00007.parquet#4155	caption_zh	R3 缩写展开(SUV)	前景中，一台黄色挖掘机位于画面左侧，其臂向右伸展，铲斗位于地面之上。画面中央站着三个人；其中一人戴着白色安全帽，另一人戴着红色安全帽。最右侧第三人未佩戴任何安全帽。一辆黑色SUV停在最左侧。背景中展现出一处大型建筑工地，地势平坦，并有一栋细长长的、低层建筑。	前景中，一台黄色挖掘机位于画面左侧，其臂向右伸展，铲斗位于地面之上。画面中央站着三个人；其中一人戴着白色安全帽，另一人戴着红色安全帽。最右侧第三人未佩戴任何安全帽。一辆黑色运动型多用途汽车（SUV，Sport Utility Vehicle）停在最左侧。背景中展现出一处大型建筑工地，地势平坦，并有一栋细长长的、低层建筑。
train-00001-of-00007.parquet#4155	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4170	reason_zh[0]	R2 硬帽→安全帽	左侧的人没有戴硬帽。	左侧的人没有戴安全帽。
train-00001-of-00007.parquet#4179	reason_zh[0]	R2 硬帽→安全帽	左侧的人没有戴硬帽。	左侧的人没有戴安全帽。
train-00001-of-00007.parquet#4186	caption_zh	R2 硬帽→安全帽	图像显示一大片泥地，上面有几堆土。一台黄色压路机正在压实图像中央部分的的地面。在左边，有两个穿着高能见度背心的的工人。在前景的左边，有一个没有戴硬帽的人。	图像显示一大片泥地，上面有几堆土。一台黄色压路机正在压实图像中央部分的的地面。在左边，有两个穿着高能见度背心的的工人。在前景的左边，有一个没有戴安全帽的人。
train-00001-of-00007.parquet#4186	reason_zh[0]	R2 硬帽→安全帽	左侧的人没有戴硬帽。	左侧的人没有戴安全帽。
train-00001-of-00007.parquet#4212	reason_zh[0]	R2 硬帽→安全帽	左侧的人没有戴硬帽。	左侧的人没有戴安全帽。
train-00001-of-00007.parquet#4226	reason_zh[0]	R2 硬帽→安全帽	四名工人中没有一人戴着硬帽。	四名工人中没有一人戴着安全帽。
train-00001-of-00007.parquet#4226	reason_zh[1]	R2 硬帽→安全帽	四名工人中没有一人戴着硬帽。	四名工人中没有一人戴着安全帽。
train-00001-of-00007.parquet#4226	reason_zh[2]	R2 硬帽→安全帽	四名工人中没有一人戴着硬帽。	四名工人中没有一人戴着安全帽。
train-00001-of-00007.parquet#4234	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4242	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4250	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4272	reason_zh[0]	R2 硬帽→安全帽	此人未戴硬帽，也未穿长裤。	此人未戴安全帽，也未穿长裤。
train-00001-of-00007.parquet#4296	reason_zh[0]	R2 硬帽→安全帽	图中没有工人戴着硬帽。	图中没有工人戴着安全帽。
train-00001-of-00007.parquet#4296	reason_zh[1]	R2 硬帽→安全帽	图中没有工人戴着硬帽。	图中没有工人戴着安全帽。
train-00001-of-00007.parquet#4296	reason_zh[2]	R2 硬帽→安全帽	图中没有工人戴着硬帽。	图中没有工人戴着安全帽。
train-00001-of-00007.parquet#4296	reason_zh[3]	R2 硬帽→安全帽	图中没有工人戴着硬帽。	图中没有工人戴着安全帽。
train-00001-of-00007.parquet#4296	reason_zh[4]	R2 硬帽→安全帽	图中没有工人戴着硬帽。	图中没有工人戴着安全帽。
train-00001-of-00007.parquet#4321	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4327	reason_zh[0]	R2 硬帽→安全帽	中间的工人戴着一顶白色硬帽，穿着短裤。	中间的工人戴着一顶白色安全帽，穿着短裤。
train-00001-of-00007.parquet#4385	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽，而是戴了一顶草帽。右侧工人的穿的裤子没有盖住他的脚踝。	左侧的工人没有戴安全帽，而是戴了一顶草帽。右侧工人的穿的裤子没有盖住他的脚踝。
train-00001-of-00007.parquet#4448	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4476	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4563	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4605	reason_zh[0]	R2 硬帽→安全帽	右侧的四名工人戴着草帽，但并非硬帽。	右侧的四名工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4605	reason_zh[1]	R2 硬帽→安全帽	右侧的四名工人戴着草帽，但并非硬帽。	右侧的四名工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4605	reason_zh[2]	R2 硬帽→安全帽	右侧的四名工人戴着草帽，但并非硬帽。	右侧的四名工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4696	reason_zh[0]	R2 硬帽→安全帽	部分中间的工人戴着草帽，但并非硬帽。	部分中间的工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4696	reason_zh[1]	R2 硬帽→安全帽	部分中间的工人戴着草帽，但并非硬帽。	部分中间的工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4696	reason_zh[2]	R2 硬帽→安全帽	部分中间的工人戴着草帽，但并非硬帽。	部分中间的工人戴着草帽，但并非安全帽。
train-00001-of-00007.parquet#4700	reason_zh[0]	R2 硬帽→安全帽	沟槽中的工人戴着一顶草帽，但并非一顶硬帽。	沟槽中的工人戴着一顶草帽，但并非一顶安全帽。
train-00001-of-00007.parquet#4711	reason_zh[0]	R2 硬帽→安全帽	没有工人戴硬帽。	没有工人戴安全帽。
train-00001-of-00007.parquet#4711	reason_zh[1]	R2 硬帽→安全帽	没有工人戴硬帽。	没有工人戴安全帽。
train-00001-of-00007.parquet#4711	reason_zh[2]	R2 硬帽→安全帽	没有工人戴硬帽。	没有工人戴安全帽。
train-00001-of-00007.parquet#4711	reason_zh[3]	R2 硬帽→安全帽	没有工人戴硬帽。	没有工人戴安全帽。
train-00001-of-00007.parquet#4748	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4769	caption_zh	R2 硬帽→安全帽	一名身穿迷彩服、头戴红色硬帽的工人正在观察作业。画面中央有两名挖掘机手正积极地进行挖掘和搬运泥土方的作业。	一名身穿迷彩服、头戴红色安全帽的工人正在观察作业。画面中央有两名挖掘机手正积极地进行挖掘和搬运泥土方的作业。
train-00001-of-00007.parquet#4770	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4778	reason_zh[0]	R2 硬帽→安全帽	中间的工人戴着白色硬帽，位于挖掘机的作业半径内的盲区。	中间的工人戴着白色安全帽，位于挖掘机的作业半径内的盲区。
train-00001-of-00007.parquet#4788	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4816	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4842	caption_zh	R3 缩写展开(SUV)	画面显示两名工人跪在地上，正在使用工具对看似是导轨轨或轨道进行作业。一辆自卸卡车停在左侧，一辆黑色SUV停在右侧。四名个人站在跪地工人的右侧，，其中三人戴着白色、红色和黄色的安全帽。	画面显示两名工人跪在地上，正在使用工具对看似是导轨轨或轨道进行作业。一辆自卸卡车停在左侧，一辆黑色运动型多用途汽车（SUV，Sport Utility Vehicle）停在右侧。四名个人站在跪地工人的右侧，，其中三人戴着白色、红色和黄色的安全帽。
train-00001-of-00007.parquet#4855	reason_zh[0]	R2 硬帽→安全帽	中间的工人戴着白色硬帽，位于挖掘机的作业半径内的盲区。	中间的工人戴着白色安全帽，位于挖掘机的作业半径内的盲区。
train-00001-of-00007.parquet#4929	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00001-of-00007.parquet#4952	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽，而是戴了一顶草帽。	右侧的工人没有戴安全帽，而是戴了一顶草帽。
train-00001-of-00007.parquet#4956	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00001-of-00007.parquet#4997	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5025	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5045	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5073	reason_zh[0]	R2 硬帽→安全帽	中间蹲着的的女工未戴硬帽。戴红色硬帽的女工穿着短裤。	中间蹲着的的女工未戴安全帽。戴红色安全帽的女工穿着短裤。
train-00002-of-00007.parquet#5114	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5114	reason_zh[1]	R2 硬帽→安全帽	戴白色硬帽的工人在挖掘机的工作半径内，位于盲点处。	戴白色安全帽的工人在挖掘机的工作半径内，位于盲点处。
train-00002-of-00007.parquet#5199	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5217	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5251	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5313	reason_zh[0]	R2 硬帽→安全帽	两名工人在伞下没有硬帽。左边两名工人没有长裤。	两名工人在伞下没有安全帽。左边两名工人没有长裤。
train-00002-of-00007.parquet#5313	reason_zh[1]	R2 硬帽→安全帽	两名工人在伞下没有硬帽。左边两名工人没有长裤。	两名工人在伞下没有安全帽。左边两名工人没有长裤。
train-00002-of-00007.parquet#5341	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5354	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5374	reason_zh[0]	R2 硬帽→安全帽	工人坐在中间，没有戴硬帽。	工人坐在中间，没有戴安全帽。
train-00002-of-00007.parquet#5375	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5397	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有硬帽。	中间的工人没有安全帽。
train-00002-of-00007.parquet#5410	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5467	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5523	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5562	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5655	reason_zh[0]	R2 硬帽→安全帽	该工人坐在中间，没有戴硬帽。	该工人坐在中间，没有戴安全帽。
train-00002-of-00007.parquet#5664	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽。	右侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5681	reason_zh[0]	R2 硬帽→安全帽	工人戴着一顶草帽，但并非一顶硬帽。	工人戴着一顶草帽，但并非一顶安全帽。
train-00002-of-00007.parquet#5702	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#5778	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#5806	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽，而是戴了一顶草帽。	右侧的工人没有戴安全帽，而是戴了一顶草帽。
train-00002-of-00007.parquet#5836	reason_zh[0]	R2 硬帽→安全帽	两名工人在夜间作业时没有高可视性背心。两名工人没有硬帽。左侧工人没有穿一条长裤。	两名工人在夜间作业时没有高可视性背心。两名工人没有安全帽。左侧工人没有穿一条长裤。
train-00002-of-00007.parquet#5836	reason_zh[1]	R2 硬帽→安全帽	两名工人在夜间作业时没有高可视性背心。两名工人没有硬帽。左侧工人没有穿一条长裤。	两名工人在夜间作业时没有高可视性背心。两名工人没有安全帽。左侧工人没有穿一条长裤。
train-00002-of-00007.parquet#5935	reason_zh[0]	R2 硬帽→安全帽	中间的那名工人没有戴硬帽。左边的那名工人穿着一双短裤。	中间的那名工人没有戴安全帽。左边的那名工人穿着一双短裤。
train-00002-of-00007.parquet#5935	reason_zh[1]	R2 硬帽→安全帽	中间的那名工人没有戴硬帽。左边的那名工人穿着一双短裤。	中间的那名工人没有戴安全帽。左边的那名工人穿着一双短裤。
train-00002-of-00007.parquet#5935	reason_zh[2]	R2 硬帽→安全帽	中间的那名工人没有戴硬帽。左边的那名工人穿着一双短裤。	中间的那名工人没有戴安全帽。左边的那名工人穿着一双短裤。
train-00002-of-00007.parquet#5940	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00002-of-00007.parquet#6003	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00002-of-00007.parquet#6006	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人站在盲点内，位于挖掘机的操作半径中。	戴白色安全帽的工人站在盲点内，位于挖掘机的操作半径中。
train-00002-of-00007.parquet#6008	reason_zh[0]	R2 硬帽→安全帽	左侧蹲着的人没有戴硬帽。	左侧蹲着的人没有戴安全帽。
train-00003-of-00007.parquet#6012	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6030	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6038	caption_zh	R3 缩写展开(XCMG)	图中显示三名人员站在一台黄色挖掘机旁，该挖掘机侧面印有“XCMG”品牌标识。挖掘机停放在泥土地面上，其铲斗放置在地面上。这些人似乎正在参与一场讨论。	图中显示三名人员站在一台黄色挖掘机旁，该挖掘机侧面印有“徐工集团（XCMG，Xuzhou Construction Machinery Group）”品牌标识。挖掘机停放在泥土地面上，其铲斗放置在地面上。这些人似乎正在参与一场讨论。
train-00003-of-00007.parquet#6038	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6072	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6076	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6163	reason_zh[0]	R2 硬帽→安全帽	工人戴着一顶草帽，但并非一顶硬帽。	工人戴着一顶草帽，但并非一顶安全帽。
train-00003-of-00007.parquet#6176	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人位于挖掘机的作业半径内的盲点处。	戴白色安全帽的工人位于挖掘机的作业半径内的盲点处。
train-00003-of-00007.parquet#6209	caption_zh	R2 硬帽→安全帽	图像显示一个建筑工地，有四名工人和一台挖掘机。挖掘机位于图像的左侧，其臂架横跨在一堆碎石上方。两名工人站在挖掘机附近，其中一人正朝右方行走，另一人则站在更靠右的位置，他们全都位于一条土路上。这些工人穿着便服装和硬帽。	图像显示一个建筑工地，有四名工人和一台挖掘机。挖掘机位于图像的左侧，其臂架横跨在一堆碎石上方。两名工人站在挖掘机附近，其中一人正朝右方行走，另一人则站在更靠右的位置，他们全都位于一条土路上。这些工人穿着便服装和安全帽。
train-00003-of-00007.parquet#6225	caption_zh	R2 硬帽→安全帽	图像显示一个建筑工地，中心位置有一台蓝色Kobelco SK200挖掘机，停放在抬高的土台上。挖掘机的铲斗装满泥土，表明挖掘工作正在进行中。在左边，一名工人戴着蓝色硬帽和安全背心站在地面上，观察着挖掘机或工地。在黄色安全屏障后面，多层住宅建筑可以被看到，表明建筑工地是在城市区域。	图像显示一个建筑工地，中心位置有一台蓝色Kobelco SK200挖掘机，停放在抬高的土台上。挖掘机的铲斗装满泥土，表明挖掘工作正在进行中。在左边，一名工人戴着蓝色安全帽和安全背心站在地面上，观察着挖掘机或工地。在黄色安全屏障后面，多层住宅建筑可以被看到，表明建筑工地是在城市区域。
train-00003-of-00007.parquet#6234	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6236	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6262	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6347	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6367	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6405	reason_zh[0]	R2 硬帽→安全帽	中间那个人没戴硬帽。	中间那个人没戴安全帽。
train-00003-of-00007.parquet#6502	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽，穿着短裤和拖鞋凉鞋。	中间的工人没有戴安全帽，穿着短裤和拖鞋凉鞋。
train-00003-of-00007.parquet#6517	reason_zh[0]	R2 硬帽→安全帽	工人戴着一顶草帽，但并非一顶硬帽。	工人戴着一顶草帽，但并非一顶安全帽。
train-00003-of-00007.parquet#6519	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6557	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6608	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00003-of-00007.parquet#6676	reason_zh[0]	R2 硬帽→安全帽	戴红色硬帽的工人位于挖掘机的作业半径内的盲点处。	戴红色安全帽的工人位于挖掘机的作业半径内的盲点处。
train-00003-of-00007.parquet#6692	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有硬帽。	中间的工人没有安全帽。
train-00003-of-00007.parquet#6736	caption_zh	R2 硬帽→安全帽	画面显示三名工人站在施工场地的土路上，其中一人面向镜头，另外两人望向着一片大型开挖区域。他们穿着便服和硬帽。右侧有一台黄色挖掘机，上面印着“XCMG”的品牌，停在路上。	画面显示三名工人站在施工场地的土路上，其中一人面向镜头，另外两人望向着一片大型开挖区域。他们穿着便服和安全帽。右侧有一台黄色挖掘机，上面印着“徐工集团（XCMG，Xuzhou Construction Machinery Group）”的品牌，停在路上。
train-00003-of-00007.parquet#6736	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00003-of-00007.parquet#6877	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽，但戴着一顶帽子。	右侧的工人没有戴安全帽，但戴着一顶帽子。
train-00003-of-00007.parquet#6972	caption_zh	R3 缩写展开(XCMG)	图中显示四名人员站在一台黄色挖掘机旁，该挖掘机侧面印有“XCMG”品牌标识。挖掘机停在一处泥土地面上，附近有一堆碎石。	图中显示四名人员站在一台黄色挖掘机旁，该挖掘机侧面印有“徐工集团（XCMG，Xuzhou Construction Machinery Group）”品牌标识。挖掘机停在一处泥土地面上，附近有一堆碎石。
train-00003-of-00007.parquet#6973	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7021	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7029	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7042	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人穿着短裤。	戴白色安全帽的工人穿着短裤。
train-00004-of-00007.parquet#7071	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7071	reason_zh[1]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7094	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7103	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7149	reason_zh[0]	R2 硬帽→安全帽	没有人戴硬帽。	没有人戴安全帽。
train-00004-of-00007.parquet#7149	reason_zh[1]	R2 硬帽→安全帽	没有人戴硬帽。	没有人戴安全帽。
train-00004-of-00007.parquet#7149	reason_zh[2]	R2 硬帽→安全帽	没有人戴硬帽。	没有人戴安全帽。
train-00004-of-00007.parquet#7149	reason_zh[3]	R2 硬帽→安全帽	没有人戴硬帽。	没有人戴安全帽。
train-00004-of-00007.parquet#7177	reason_zh[0]	R2 硬帽→安全帽	蓝色卡车上的人没有戴硬帽。	蓝色卡车上的人没有戴安全帽。
train-00004-of-00007.parquet#7220	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7232	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7242	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人位于挖掘机作业半径的后部。	戴白色安全帽的工人位于挖掘机作业半径的后部。
train-00004-of-00007.parquet#7260	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7311	reason_zh[0]	R2 硬帽→安全帽	戴白色硬帽的工人位于挖掘机的作业半径内的盲点处。	戴白色安全帽的工人位于挖掘机的作业半径内的盲点处。
train-00004-of-00007.parquet#7344	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7358	reason_zh[0]	R2同源 残留英文/错译	formwork 的工人未佩戴安全帽。	模板（formwork）上的工人未佩戴安全帽。
train-00004-of-00007.parquet#7358	reason_zh[1]	R2同源 残留英文/错译	formwork 的工人未佩戴安全帽。	模板（formwork）上的工人未佩戴安全帽。
train-00004-of-00007.parquet#7358	reason_zh[2]	R2同源 残留英文/错译	formwork 的工人未佩戴安全帽。	模板（formwork）上的工人未佩戴安全帽。
train-00004-of-00007.parquet#7358	reason_zh[3]	R2同源 残留英文/错译	formwork 的工人未佩戴安全帽。	模板（formwork）上的工人未佩戴安全帽。
